tanggal,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_max
2022-10-01,32.0,22.8,13.0,14.1,97
2022-10-02,28.6,22.5,10.2,8.6,99
2022-10-03,30.8,22.9,16.8,12.0,97
2022-10-04,31.3,23.0,20.7,13.5,100
2022-10-05,30.0,22.5,24.1,9.9,98
2022-10-06,31.0,22.0,28.7,14.9,98
2022-10-07,29.3,22.2,20.0,15.5,98
2022-10-08,30.2,22.5,0.4,8.6,98
2022-10-09,30.5,22.7,9.9,10.1,98
2022-10-10,28.1,22.0,1.7,8.4,100
2022-10-11,30.0,22.5,14.0,7.2,98
2022-10-12,30.8,22.1,2.8,11.8,97
2022-10-13,30.5,22.8,7.7,9.7,98
2022-10-14,30.3,22.6,10.1,8.8,97
2022-10-15,30.4,22.5,3.7,9.4,98
2022-10-16,30.0,22.4,2.5,6.1,97
2022-10-17,31.4,22.9,3.9,9.8,96
2022-10-18,29.9,23.0,9.1,9.7,99
2022-10-19,28.7,23.2,12.7,15.5,98
2022-10-20,30.8,22.8,13.2,14.5,98
2022-10-21,29.6,22.4,10.3,9.4,98
2022-10-22,30.7,23.5,12.9,13.4,99
2022-10-23,29.7,22.8,4.4,13.0,99
2022-10-24,30.4,22.2,14.6,13.0,98
2022-10-25,29.6,23.2,19.9,12.3,96
2022-10-26,29.5,23.4,17.5,13.3,95
2022-10-27,30.5,22.4,0.9,15.3,93
2022-10-28,31.2,21.1,1.1,21.7,91
2022-10-29,31.0,21.9,3.0,10.7,93
2022-10-30,31.6,22.1,1.9,10.9,98
2022-10-31,30.1,23.6,2.8,7.9,97
2022-11-01,31.1,23.0,1.4,9.8,95
2022-11-02,32.3,21.9,1.7,10.5,95
2022-11-03,31.3,23.5,12.7,6.5,94
2022-11-04,32.0,23.0,19.7,11.3,96
2022-11-05,30.8,22.5,6.7,10.9,98
2022-11-06,29.8,22.3,10.1,9.4,100
2022-11-07,29.0,22.1,36.3,8.5,99
2022-11-08,29.6,22.5,22.8,12.1,98
2022-11-09,30.0,22.8,15.8,12.8,98
2022-11-10,29.6,21.9,14.1,12.1,100
2022-11-11,30.4,23.2,7.2,10.9,93
2022-11-12,30.8,23.0,39.9,10.6,98
2022-11-13,30.0,22.5,26.0,10.9,100
2022-11-14,31.4,22.8,10.0,11.1,99
2022-11-15,29.7,23.0,23.1,12.8,97
2022-11-16,29.9,23.0,11.0,13.4,97
2022-11-17,28.5,22.6,22.1,14.9,99
2022-11-18,29.9,23.1,8.8,16.0,95
2022-11-19,29.1,23.1,2.6,21.6,95
2022-11-20,30.9,22.9,0.2,15.7,94
2022-11-21,30.7,22.5,10.0,10.4,88
2022-11-22,31.0,22.6,1.7,15.0,92
2022-11-23,30.5,22.6,6.0,12.7,95
2022-11-24,30.1,23.5,13.2,16.2,94
2022-11-25,30.6,21.8,18.0,14.7,100
2022-11-26,30.8,22.8,0.0,7.2,100
2022-11-27,29.6,22.9,13.1,6.0,97
2022-11-28,30.3,22.8,11.4,10.1,98
2022-11-29,32.2,22.0,1.1,9.0,97
2022-11-30,30.5,22.2,0.7,12.4,97
2022-12-01,30.6,23.3,4.2,9.5,96
2022-12-02,29.0,21.8,3.7,14.2,98
2022-12-03,30.6,21.6,0.2,7.6,98
2022-12-04,30.7,22.9,18.1,13.8,98
2022-12-05,30.3,22.6,18.7,10.8,97
2022-12-06,28.6,22.2,14.7,9.0,98
2022-12-07,30.0,22.9,16.4,10.9,98
2022-12-08,30.5,22.5,9.0,14.5,99
2022-12-09,28.6,23.1,14.1,12.0,97
2022-12-10,30.4,22.9,1.2,11.2,99
2022-12-11,28.9,23.1,3.5,14.5,87
2022-12-12,30.6,23.5,15.3,11.3,96
2022-12-13,31.0,22.5,14.6,16.0,98
2022-12-14,30.0,22.5,9.0,14.8,95
2022-12-15,30.9,22.8,0.2,14.4,97
2022-12-16,30.6,23.6,21.8,11.1,96
2022-12-17,32.0,22.8,0.8,14.2,98
2022-12-18,31.8,22.8,5.0,10.8,97
2022-12-19,31.1,23.6,0.1,7.7,98
2022-12-20,30.1,22.0,24.2,11.6,97
2022-12-21,30.7,23.3,5.2,14.7,99
2022-12-22,29.8,23.5,6.3,17.2,92
2022-12-23,29.3,23.2,3.1,19.8,94
2022-12-24,29.5,22.6,9.9,18.8,96
2022-12-25,28.5,23.1,3.6,13.3,94
2022-12-26,28.0,22.5,12.1,16.9,94
2022-12-27,27.2,22.5,7.0,13.7,94
2022-12-28,29.1,21.9,10.8,17.3,93
2022-12-29,26.6,23.0,14.0,18.8,94
2022-12-30,27.0,22.2,23.1,13.2,99
2022-12-31,26.0,22.5,11.0,18.9,96
2023-01-01,28.1,21.6,26.8,17.3,97
2023-01-02,28.8,22.1,3.2,16.3,95
2023-01-03,25.6,22.6,14.2,16.6,93
2023-01-04,28.5,22.2,10.6,18.0,96
2023-01-05,30.0,20.9,6.5,11.8,96
2023-01-06,30.7,23.0,0.7,19.9,90
2023-01-07,30.8,23.0,1.3,18.0,92
2023-01-08,29.7,22.4,12.3,14.8,96
2023-01-09,30.1,22.7,6.4,15.7,96
2023-01-10,31.0,22.4,1.0,9.8,94
2023-01-11,31.9,22.5,3.8,9.0,98
2023-01-12,31.2,22.0,0.6,6.9,93
2023-01-13,30.9,22.5,9.4,12.3,94
2023-01-14,31.9,23.1,1.7,11.2,95
2023-01-15,31.1,22.9,2.1,8.5,87
2023-01-16,30.9,22.5,7.0,12.6,94
2023-01-17,29.4,22.7,3.8,11.4,96
2023-01-18,29.2,22.2,19.2,12.6,99
2023-01-19,29.0,21.9,9.7,8.9,99
2023-01-20,29.2,21.3,14.3,10.9,98
2023-01-21,30.0,22.0,4.4,18.1,98
2023-01-22,30.1,22.8,5.8,17.2,96
2023-01-23,28.1,23.3,4.0,17.7,91
2023-01-24,29.2,23.0,2.5,22.4,94
2023-01-25,27.5,22.9,20.7,17.5,95
2023-01-26,30.0,22.5,1.9,14.0,90
2023-01-27,28.6,22.4,7.0,12.2,98
2023-01-28,27.6,22.4,5.3,14.3,99
2023-01-29,28.5,22.4,31.8,14.8,99
2023-01-30,28.5,22.6,2.1,10.8,95
2023-01-31,29.7,22.1,1.5,12.4,94
2023-02-01,28.0,22.8,12.1,12.4,98
2023-02-02,28.0,23.0,14.2,13.5,98
2023-02-03,28.2,22.3,0.6,9.8,99
2023-02-04,29.4,20.6,2.8,16.9,91
2023-02-05,29.4,21.2,4.0,18.3,90
2023-02-06,30.5,23.9,0.1,18.1,83
2023-02-07,30.1,22.9,22.9,14.1,96
2023-02-08,30.0,22.6,0.1,15.8,96
2023-02-09,29.4,22.9,8.9,19.8,89
2023-02-10,29.2,23.1,21.2,21.3,95
2023-02-11,27.8,22.6,24.2,12.0,98
2023-02-12,26.2,22.5,38.1,16.3,99
2023-02-13,29.9,22.9,4.1,24.5,93
2023-02-14,26.5,22.9,9.2,15.1,94
2023-02-15,29.1,22.8,4.0,22.1,94
2023-02-16,28.1,23.1,8.9,19.6,94
2023-02-17,28.4,22.2,20.6,12.4,97
2023-02-18,29.7,21.0,4.6,9.7,97
2023-02-19,30.3,21.8,3.9,14.6,98
2023-02-20,29.9,21.9,8.7,16.9,92
2023-02-21,29.0,22.6,8.4,14.1,95
2023-02-22,29.0,22.4,17.2,14.6,97
2023-02-23,28.3,22.6,34.7,15.3,98
2023-02-24,28.1,22.1,36.7,15.0,98
2023-02-25,29.1,22.4,20.8,11.6,98
2023-02-26,28.6,22.0,44.5,14.3,98
2023-02-27,26.4,22.7,14.4,10.8,96
2023-02-28,28.5,22.1,28.4,17.4,97
2023-03-01,28.4,22.3,4.2,24.1,95
2023-03-02,25.0,22.0,39.2,13.7,97
2023-03-03,30.0,21.0,1.8,20.1,94
2023-03-04,27.9,22.8,6.0,15.6,94
2023-03-05,29.5,22.5,2.3,15.7,92
2023-03-06,29.8,21.6,10.3,13.0,94
2023-03-07,30.5,21.4,4.9,11.4,98
2023-03-08,28.4,22.2,6.9,11.3,99
2023-03-09,29.6,22.1,3.5,9.7,97
2023-03-10,30.5,22.4,13.0,13.6,98
2023-03-11,30.7,22.5,27.0,12.3,98
2023-03-12,29.5,22.5,5.5,9.2,98
2023-03-13,30.4,22.0,1.4,8.2,97
2023-03-14,26.9,21.7,13.9,10.5,100
2023-03-15,28.2,21.9,8.0,8.7,99
2023-03-16,30.8,21.7,3.5,13.9,98
2023-03-17,30.9,22.3,4.5,10.0,96
2023-03-18,31.4,23.0,11.5,11.4,97
2023-03-19,30.8,22.1,10.1,12.5,97
2023-03-20,31.4,22.5,15.1,11.6,97
2023-03-21,31.2,22.3,4.4,15.2,97
2023-03-22,31.0,22.6,3.6,8.7,97
2023-03-23,31.2,23.0,2.1,9.4,96
2023-03-24,31.2,22.6,6.2,11.4,96
2023-03-25,30.6,22.2,19.1,12.4,99
2023-03-26,30.5,23.9,11.3,10.0,98
2023-03-27,30.0,23.0,18.1,12.3,97
2023-03-28,29.9,22.6,7.0,10.0,97
2023-03-29,28.2,22.7,29.9,13.2,99
2023-03-30,29.4,22.8,16.5,17.4,96
2023-03-31,28.6,23.2,0.4,16.2,93
2023-04-01,28.4,22.3,0.5,15.0,95
2023-04-02,30.3,22.2,0.7,12.3,97
2023-04-03,30.1,21.2,2.5,12.4,100
2023-04-04,30.1,20.5,3.1,15.3,95
2023-04-05,31.5,21.2,0.0,8.9,99
2023-04-06,31.2,19.5,0.0,12.2,94
2023-04-07,32.2,21.6,0.3,9.6,90
2023-04-08,31.5,21.0,0.6,10.9,96
2023-04-09,31.4,22.2,1.9,13.0,98
2023-04-10,30.4,23.2,0.8,19.5,92
2023-04-11,30.8,23.3,8.9,12.6,87
2023-04-12,31.2,22.2,4.7,11.9,97
2023-04-13,31.1,23.1,1.9,14.2,90
2023-04-14,31.1,24.2,5.6,10.8,92
2023-04-15,30.9,22.5,9.2,11.9,99
2023-04-16,30.3,23.0,14.4,8.6,99
2023-04-17,32.1,22.1,2.7,9.5,100
2023-04-18,31.2,24.0,18.5,10.1,98
2023-04-19,31.4,23.4,11.5,12.5,98
2023-04-20,31.2,23.1,16.4,8.2,97
2023-04-21,31.0,22.2,14.2,10.2,99
2023-04-22,31.5,22.7,3.3,10.5,99
2023-04-23,31.9,23.8,2.2,8.9,99
2023-04-24,32.0,22.6,7.7,11.8,97
2023-04-25,30.5,22.9,8.8,11.0,98
2023-04-26,31.5,22.4,8.3,8.4,97
2023-04-27,31.2,23.0,10.4,7.9,96
2023-04-28,30.8,23.2,12.6,11.7,95
2023-04-29,30.8,22.2,11.0,10.9,96
2023-04-30,32.0,23.0,2.0,11.4,96
2023-05-01,28.8,22.5,8.0,9.8,99
2023-05-02,31.0,23.7,9.1,9.4,95
2023-05-03,31.4,24.1,19.5,11.2,95
2023-05-04,31.0,23.8,22.3,11.8,97
2023-05-05,31.8,23.0,10.1,10.8,99
2023-05-06,30.2,22.6,10.9,8.6,99
2023-05-07,31.1,23.5,16.1,15.7,96
2023-05-08,31.0,23.4,18.5,9.5,99
2023-05-09,31.5,23.1,0.2,8.2,99
2023-05-10,32.0,23.0,3.1,16.8,97
2023-05-11,30.7,23.5,0.5,21.7,96
2023-05-12,31.7,23.8,4.5,19.4,96
2023-05-13,32.3,23.1,6.2,8.9,97
2023-05-14,32.0,23.1,0.0,9.8,97
2023-05-15,31.4,22.4,0.3,11.7,95
2023-05-16,31.9,22.0,0.2,10.8,95
2023-05-17,31.0,22.5,1.1,8.8,97
2023-05-18,30.8,23.0,7.0,12.6,97
2023-05-19,31.0,22.8,2.8,8.6,96
2023-05-20,31.0,23.3,2.0,12.1,96
2023-05-21,31.5,23.5,5.4,11.4,97
2023-05-22,31.0,22.9,2.8,8.0,98
2023-05-23,30.9,22.8,5.6,11.9,96
2023-05-24,30.7,23.5,1.1,10.4,94
2023-05-25,31.1,22.6,1.0,8.9,96
2023-05-26,31.8,23.5,0.3,15.3,93
2023-05-27,31.5,22.9,2.8,7.3,96
2023-05-28,31.0,23.1,4.1,10.0,96
2023-05-29,31.2,22.9,4.5,9.2,95
2023-05-30,31.0,23.2,1.5,8.9,94
2023-05-31,32.0,22.3,0.0,13.0,97
2023-06-01,32.0,22.7,0.3,9.4,89
2023-06-02,33.1,22.7,0.0,7.9,96
2023-06-03,32.8,23.0,0.0,10.5,97
2023-06-04,32.3,23.5,1.1,9.8,98
2023-06-05,32.3,23.2,0.9,11.0,97
2023-06-06,31.6,23.2,3.6,5.4,98
2023-06-07,31.6,23.5,5.1,12.3,95
2023-06-08,31.9,22.8,4.8,14.3,96
2023-06-09,32.5,21.4,1.0,11.8,97
2023-06-10,31.9,22.3,1.2,16.4,99
2023-06-11,32.5,22.0,0.2,8.0,96
2023-06-12,33.0,22.5,4.9,12.9,91
2023-06-13,34.2,23.5,5.7,11.4,93
2023-06-14,32.1,23.3,11.3,13.2,99
2023-06-15,31.9,22.6,17.4,12.5,99
2023-06-16,26.6,22.7,21.2,8.0,98
2023-06-17,30.5,22.8,1.8,12.6,98
2023-06-18,30.9,22.4,7.4,9.5,96
2023-06-19,30.6,22.8,21.2,15.6,97
2023-06-20,30.6,21.5,5.5,10.8,96
2023-06-21,30.9,22.7,5.7,6.5,97
2023-06-22,31.6,22.5,0.8,9.2,96
2023-06-23,30.5,23.0,3.1,11.6,97
2023-06-24,30.8,22.8,2.9,7.9,97
2023-06-25,30.7,22.5,2.5,9.2,98
2023-06-26,31.5,21.8,0.9,8.4,97
2023-06-27,31.6,22.1,0.2,6.6,97
2023-06-28,32.3,22.1,5.7,9.4,94
2023-06-29,31.5,23.8,5.2,9.8,94
2023-06-30,31.9,23.1,1.0,9.2,94
2023-07-01,31.6,23.1,2.2,16.1,97
2023-07-02,31.9,23.0,3.0,12.5,100
2023-07-03,32.3,23.2,1.4,11.3,96
2023-07-04,32.0,22.5,0.8,7.6,94
2023-07-05,33.0,22.5,1.9,12.5,96
2023-07-06,30.3,22.6,14.3,14.0,98
2023-07-07,30.6,22.2,17.5,12.4,98
2023-07-08,30.4,23.5,11.5,11.7,98
2023-07-09,30.9,21.8,3.5,14.2,99
2023-07-10,31.1,22.0,25.1,14.1,95
2023-07-11,31.4,20.6,0.1,11.9,98
2023-07-12,31.4,21.5,0.1,9.3,98
2023-07-13,31.6,22.9,0.8,10.4,97
2023-07-14,31.5,23.4,8.6,16.6,94
2023-07-15,31.0,22.2,1.7,11.8,95
2023-07-16,31.2,22.6,0.7,10.2,95
2023-07-17,32.2,22.1,0.1,8.3,95
2023-07-18,32.0,20.9,0.0,11.3,97
2023-07-19,32.0,21.4,0.0,12.6,90
2023-07-20,32.1,21.1,0.0,14.3,84
2023-07-21,32.3,22.5,0.1,14.2,89
2023-07-22,33.0,22.4,0.2,13.8,95
2023-07-23,33.5,22.3,0.1,11.9,95
2023-07-24,31.1,23.0,4.9,13.0,96
2023-07-25,32.0,21.7,2.3,13.8,98
2023-07-26,29.8,22.0,1.0,7.0,99
2023-07-27,31.3,22.6,1.5,12.1,95
2023-07-28,32.0,23.1,2.8,13.3,91
2023-07-29,33.0,22.2,0.1,10.0,92
2023-07-30,31.6,21.6,0.7,10.4,94
2023-07-31,32.7,22.5,0.1,11.0,84
2023-08-01,33.8,20.2,0.0,15.7,89
2023-08-02,33.0,21.9,6.4,12.0,95
2023-08-03,33.3,23.5,5.7,12.6,96
2023-08-04,33.5,22.5,0.1,12.5,98
2023-08-05,33.4,23.0,0.0,15.3,95
2023-08-06,32.7,22.1,3.7,12.3,95
2023-08-07,32.8,21.7,1.1,10.2,98
2023-08-08,33.9,22.0,0.6,14.1,95
2023-08-09,33.5,21.8,0.3,10.6,98
2023-08-10,33.0,21.5,0.4,13.8,94
2023-08-11,31.9,21.3,0.0,12.4,97
2023-08-12,33.0,21.9,0.0,15.1,95
2023-08-13,33.5,21.0,0.2,16.6,92
2023-08-14,34.3,21.8,0.0,16.2,97
2023-08-15,34.6,21.0,0.8,18.4,88
2023-08-16,34.7,22.2,0.0,16.7,89
2023-08-17,35.1,23.1,0.0,22.5,81
2023-08-18,34.5,22.5,0.2,17.5,82
2023-08-19,35.0,22.3,0.0,16.1,91
2023-08-20,35.8,22.6,0.1,18.9,96
2023-08-21,34.1,22.5,0.3,17.1,89
2023-08-22,34.0,21.7,0.3,15.2,84
2023-08-23,34.2,22.9,0.6,14.0,81
2023-08-24,34.9,22.2,0.4,10.6,91
2023-08-25,34.1,22.6,1.3,12.4,98
2023-08-26,33.2,22.9,0.0,12.4,97
2023-08-27,32.5,22.6,1.8,13.9,100
2023-08-28,31.0,22.0,4.0,11.2,93
2023-08-29,34.0,21.5,0.0,19.0,97
2023-08-30,34.5,22.6,0.5,16.6,93
2023-08-31,35.0,21.0,0.0,19.2,91
2023-09-01,34.7,22.0,0.0,21.0,85
2023-09-02,34.3,21.8,3.2,22.0,93
2023-09-03,34.2,22.9,0.1,13.8,89
2023-09-04,34.5,20.9,0.0,20.5,82
2023-09-05,34.8,20.6,0.0,21.1,83
2023-09-06,35.7,22.0,0.0,20.7,80
2023-09-07,35.0,22.2,0.0,11.3,81
2023-09-08,35.2,23.2,2.1,14.8,94
2023-09-09,34.2,22.7,1.4,12.9,98
2023-09-10,34.8,22.7,1.1,20.2,91
2023-09-11,36.0,21.9,0.1,16.5,96
2023-09-12,37.2,23.0,0.2,15.0,83
2023-09-13,35.6,23.4,0.0,19.0,86
2023-09-14,35.0,22.9,0.5,21.3,89
2023-09-15,35.9,22.5,0.0,20.9,92
2023-09-16,36.0,23.0,4.7,16.7,92
2023-09-17,35.0,23.4,2.8,14.8,90
2023-09-18,34.2,23.4,2.2,12.0,91
2023-09-19,33.8,23.6,14.9,15.6,98
2023-09-20,33.8,23.5,0.5,13.8,98
2023-09-21,34.3,23.6,0.0,12.3,92
2023-09-22,34.5,21.6,1.0,24.5,94
2023-09-23,33.9,22.0,0.4,12.5,90
2023-09-24,36.2,22.5,0.0,19.7,94
2023-09-25,37.5,21.9,0.0,22.7,90
2023-09-26,36.3,23.4,0.0,19.2,81
2023-09-27,37.0,22.5,0.0,21.7,79
2023-09-28,38.5,22.9,0.0,23.6,80
2023-09-29,37.1,23.6,1.5,13.5,74
2023-09-30,35.9,23.4,2.6,19.9,94
2023-10-01,36.3,23.0,0.1,21.6,93
2023-10-02,36.1,23.5,0.1,15.0,89
2023-10-03,35.6,23.7,0.0,22.0,83
2023-10-04,35.2,23.4,0.8,15.1,93
2023-10-05,36.1,23.9,0.7,20.6,96
2023-10-06,35.1,23.3,1.7,9.0,95
2023-10-07,35.2,23.8,1.8,12.9,93
2023-10-08,35.8,24.0,1.0,16.9,90
2023-10-09,36.2,23.8,2.5,17.1,93
2023-10-10,34.8,24.0,4.4,17.1,99
2023-10-11,36.2,24.1,1.3,15.1,97
2023-10-12,36.1,23.5,0.1,20.8,96
2023-10-13,36.8,23.9,1.5,18.4,95
2023-10-14,35.9,24.5,3.0,16.5,94
2023-10-15,34.8,24.0,3.1,14.3,90
2023-10-16,37.4,23.4,0.3,20.0,89
2023-10-17,38.4,24.0,1.1,20.5,93
2023-10-18,37.8,24.2,0.0,22.3,79
2023-10-19,35.4,23.2,0.1,20.6,76
2023-10-20,35.7,23.7,23.8,15.7,93
2023-10-21,35.2,23.7,3.4,16.0,97
2023-10-22,34.0,24.1,3.6,11.1,91
2023-10-23,35.1,22.6,2.7,14.4,97
2023-10-24,33.7,23.1,15.4,12.2,92
2023-10-25,33.9,23.5,22.3,11.5,96
2023-10-26,34.7,23.4,1.0,10.0,98
2023-10-27,35.7,24.5,0.5,15.8,91
2023-10-28,37.3,24.0,0.0,18.1,92
2023-10-29,37.0,23.5,0.0,24.8,80
2023-10-30,36.2,23.1,0.1,16.6,81
2023-10-31,36.3,24.8,1.3,13.7,93
2023-11-01,35.2,23.9,5.3,16.4,99
2023-11-02,35.2,24.3,4.2,14.1,99
2023-11-03,34.8,24.0,4.3,14.0,97
2023-11-04,33.3,23.8,12.2,14.5,97
2023-11-05,33.2,23.8,8.1,10.9,96
2023-11-06,34.8,23.4,0.4,11.2,97
2023-11-07,34.3,23.5,0.6,10.9,93
2023-11-08,35.2,23.7,1.2,13.0,98
2023-11-09,36.9,24.3,0.7,16.6,91
2023-11-10,36.2,24.2,1.4,17.9,93
2023-11-11,33.5,24.0,2.5,11.5,99
2023-11-12,34.7,23.3,11.4,10.7,99
2023-11-13,34.5,23.0,5.0,12.1,98
2023-11-14,33.6,23.8,26.4,18.7,97
2023-11-15,33.6,23.2,1.0,7.6,99
2023-11-16,34.4,24.8,14.7,9.9,95
2023-11-17,32.3,24.1,2.5,12.1,98
2023-11-18,34.1,23.2,4.3,8.4,99
2023-11-19,35.2,24.1,0.4,8.8,96
2023-11-20,33.6,24.3,1.7,16.8,94
2023-11-21,33.5,23.6,11.2,13.9,98
2023-11-22,33.6,23.5,3.2,10.4,98
2023-11-23,32.8,23.9,7.9,11.3,96
2023-11-24,32.0,24.2,10.2,20.1,99
2023-11-25,28.7,23.0,11.6,10.7,98
2023-11-26,32.3,22.5,11.0,9.3,99
2023-11-27,28.4,23.1,14.5,11.2,97
2023-11-28,31.1,22.9,34.7,8.8,99
2023-11-29,32.1,22.1,24.2,11.6,99
2023-11-30,30.5,23.5,17.9,8.0,96
2023-12-01,27.2,23.4,14.4,8.4,99
2023-12-02,31.9,23.9,11.9,8.5,97
2023-12-03,30.6,23.5,22.8,11.9,96
2023-12-04,30.2,23.5,9.2,5.5,99
2023-12-05,31.7,23.5,0.2,8.7,99
2023-12-06,31.1,23.8,11.0,7.6,97
2023-12-07,31.9,23.1,7.1,9.0,99
2023-12-08,31.7,23.0,8.0,8.9,99
2023-12-09,31.5,23.5,17.0,6.8,98
2023-12-10,31.5,23.6,5.2,8.4,98
2023-12-11,32.3,23.2,2.0,9.3,96
2023-12-12,32.8,22.9,0.2,10.3,100
2023-12-13,32.5,22.0,0.1,11.0,88
2023-12-14,33.9,22.4,0.1,12.3,88
2023-12-15,34.0,22.1,0.0,13.4,92
2023-12-16,34.1,23.2,0.0,19.4,86
2023-12-17,34.3,23.4,0.1,10.7,94
2023-12-18,34.7,23.5,0.9,8.0,96
2023-12-19,34.8,24.0,0.0,14.2,85
2023-12-20,35.1,22.0,0.0,15.5,84
2023-12-21,35.3,22.3,0.0,16.8,83
2023-12-22,35.2,22.6,0.1,17.2,83
2023-12-23,36.0,24.9,0.9,12.4,86
2023-12-24,34.7,24.8,5.5,15.9,91
2023-12-25,32.5,23.9,19.6,15.8,97
2023-12-26,30.8,23.2,8.6,7.3,97
2023-12-27,31.4,24.0,12.9,14.5,98
2023-12-28,33.2,23.8,9.6,10.1,98
2023-12-29,32.2,23.6,10.2,8.8,99
2023-12-30,32.4,23.6,11.2,12.6,99
2023-12-31,31.9,23.9,13.9,8.7,99
